bar.eqn,9,1186,3603
bsort.eqn ,2,874,959
cavlc.eqn ,0,675,751
ctrl.eqn,4,118,88
dec.eqn,3,304,0
dsort.eqn,8,772,650
hd01.eqn,5,102,0
hd03.eqn,5,27,31
hd04.eqn,8,79,74
hd05.eqn,6,220,189
hd06.eqn,6,179,168
hd07.eqn,3,14,15
hd08.eqn,5,21,3
hd09.eqn ,0,155,92
hd10.eqn,5,38,6
hd11.eqn ,4,548,266
i2c.eqn,9,1081,940
int2float.eqn,9,199,198
isort.eqn ,2,874,959
msort.eqn ,2,874,959
osort.eqn 24,855,916
router.eqn 10,188,59
