bar.eqn,10,1239,4031
bsort.eqn,45,544,881
cardio.eqn,8,94,182
cavlc.eqn,11,617,856
ctrl.eqn,5,120,94
dec.eqn,3,304,0
dsort.eqn,8,786,669
hd01.eqn,6,87,0
hd02.eqn,5,61,53
hd03.eqn,5,27,31
hd04.eqn,8,81,77
hd05.eqn,7,113,131
hd06.eqn,7,114,143
hd07.eqn,3,14,18
hd08.eqn,5,21,3
hd09.eqn,11,156,108
hd10.eqn,5,38,6
hd11.eqn,14,591,268
hd12.eqn,13,55,62
i2c.eqn,10,1115,946
int2float.eqn,10,198,252
isort.eqn,45,544,881
msort.eqn,45,544,881
osort.eqn 25,508,897
router.eqn 11,172,54
